send,rec,strength,annotation
RECd,NIc,9,
RECd,NId,9,
RECd,PMd,9,
RECd,PH,9,
RECd,PRC,9,
RECd,LHAjp,9,
RECd,LHAs,9,
RECm,MOs,2,
RECm,ILA,2,
RECm,ACAd,4,
RECm,PL,3,
RECm,ORBm,3,
RECm,ORBvl,6,
RECm,RSPagl,9,
RECm,PA,9,
RECm,LSv,9,
RECm,NIc,9,
RECm,NId,9,
RECm,PMd,9,
RECm,PH,9,
RECm,PRC,9,
RECm,LHAjp,9,
RECm,LHAs,9,
RH,MOp,6,
RH,MOs,2,
RH,SSp,6,
RH,SSs,6,
RH,ILA,2,
RH,ACAd,2,
RH,PL,3,
RH,ORBm,4,
RH,RSPd,6,
RH,RSPagl,9,
RH,RSPv,4,
RH,PTLp,4,
RH,SUBd,6,
RH,CA1,6,
RH,PA,9,
RH,isl,12,
RH,LSv,9,
RH,NIc,9,
RH,NId,9,
RH,PMd,9,
RH,PH,9,
RH,PRC,9,
RH,LHAjp,9,
RH,LHAs,9,
CM,MOp,6,
CM,MOs,2,
CM,ILA,4,
CM,VISp,6,
CM,ACAd,2,
CM,PL,6,
CM,ORBl,4,
CM,RSPagl,9,
CM,RSPv,6,
CM,PTLp,4,
CM,PA,9,
CM,LSv,9,
CM,NIc,9,
CM,NId,9,
CM,PMd,9,
CM,PH,9,
CM,PRC,9,
CM,LHAjp,6,
CM,LHAs,9,
PCN,LHAjp,9,
PCN,LHAs,9,
CL,MOp,4,
CL,MOs,2,
CL,SSp,6,
CL,ILA,9,
CL,VISp,6,
CL,ACAd,4,
CL,PL,6,
CL,ORBv,3,
CL,ORBvl,2,
CL,RSPd,6,
CL,RSPagl,6,
CL,RSPv,6,
CL,PTLp,6,
CL,ENTl,12,
CL,PA,9,
CL,ACB,12,
CL,LSv,9,
CL,SPVC,6,
CL,DR,6,
CL,NIc,9,
CL,NId,9,
CL,RM,4,
CL,LC,12,
CL,PMd,9,
CL,SCdg,6,
CL,SCdw,4,
CL,LH,12,
CL,PH,9,
CL,PRC,9,
CL,DTN,12,
CL,DMH,12,
CL,LHAjp,9,
CL,LHAs,9,
CL,APN,4,
CL,PRNc,4,
CL,GRN,4,
PF,MOp,4,
PF,MOs,4,
PF,SSp,4,
PF,ILA,9,
PF,ACAd,4,
PF,PL,4,
PF,ORBl,5,
PF,RSPagl,9,
PF,PTLp,6,
PF,PAR,6,
PF,PA,9,
PF,CP,6,
PF,isl,12,
PF,LSv,9,
PF,NIc,9,
PF,NId,12,
PF,PMd,9,
PF,PH,9,
PF,PRC,9,
PF,DTN,9,
PF,LHAjp,6,
PF,LHAs,9,
RT,MOs,7,
RT,SSp,12,
RT,ILA,9,
RT,VISp,7,
RT,ACAd,6,
RT,PL,7,
RT,RSPagl,9,
RT,PA,9,
RT,LSv,9,
RT,VAL,12,
RT,LGd,4,
RT,PO,12,
RT,AD,6,
RT,LD,4,
RT,MDm,6,
RT,MDc,6,
RT,MDl,6,
RT,PVT,4,
RT,PF,6,
RT,PBG,7,
RT,PPN,7,
RT,DR,7,
RT,NIc,9,
RT,NId,9,
RT,LC,7,
RT,PMd,9,
RT,PH,12,
RT,PRC,9,
RT,DTN,6,
RT,LHAjp,6,
RT,LHAs,9,
RT,APN,4,
SCzo,MOs,9,
SCzo,ILA,9,
SCzo,ACAd,9,
SCzo,PL,9,
SCzo,RSPagl,9,
SCzo,PA,9,
SCzo,LSv,9,
SCzo,NIc,9,
SCzo,NId,9,
SCzo,PMd,9,
SCzo,PRC,9,
SCzo,LHAjp,9,
SCzo,LHAs,9,
SCsg,MOs,9,
SCsg,ILA,9,
SCsg,ACAd,9,
SCsg,PL,9,
SCsg,RSPagl,9,
SCsg,PA,9,
SCsg,LSv,9,
SCsg,LGd,4,
SCsg,LP,4,
SCsg,LD,7,
SCsg,NIc,9,
SCsg,NId,9,
SCsg,PMd,9,
SCsg,PRC,9,
SCsg,LHAjp,9,
SCsg,LHAs,9,
SCop,MOs,9,
SCop,ILA,9,
SCop,ACAd,9,
SCop,PL,9,
SCop,RSPagl,9,
SCop,PA,9,
SCop,LSv,9,
SCop,NIc,9,
SCop,NId,9,
SCop,PMd,9,
SCop,PRC,9,
SCop,LHAjp,9,
SCop,LHAs,9,
PBG,MOs,9,
PBG,ILA,9,
PBG,ACAd,9,
PBG,PL,9,
PBG,RSPagl,9,
PBG,PA,9,
PBG,LSv,9,
PBG,LGd,7,
PBG,NIc,9,
PBG,NId,9,
PBG,PMd,9,
PBG,PH,9,
PBG,PRC,9,
PBG,LHAjp,9,
PBG,LHAs,9,
MEV,MOs,9,
MEV,ILA,9,
MEV,ACAd,9,
MEV,PL,9,
MEV,RSPagl,9,
MEV,PA,9,
MEV,LSv,9,
MEV,NIc,9,
MEV,NId,9,
MEV,PMd,9,
MEV,PH,9,
MEV,PRC,9,
MEV,LHAjp,9,
MEV,LHAs,9,
PSV,MOs,9,
PSV,ILA,9,
PSV,ACAd,9,
PSV,PL,9,
PSV,RSPagl,9,
PSV,PA,9,
PSV,LSv,9,
PSV,NIc,9,
PSV,NId,9,
PSV,PMd,9,
PSV,PH,9,
PSV,PRC,9,
PSV,LHAjp,9,
PSV,LHAs,9,
PSV,MDRNv,4,
SPVOvl,MOs,9,
SPVOvl,ILA,9,
SPVOvl,ACAd,9,
SPVOvl,PL,9,
SPVOvl,RSPagl,9,
SPVOvl,PA,9,
SPVOvl,LSv,9,
SPVOvl,NIc,9,
SPVOvl,NId,9,
SPVOvl,PMd,9,
SPVOvl,PH,9,
SPVOvl,PRC,9,
SPVOvl,LHAjp,9,
SPVOvl,LHAs,9,
SPVOrdm,MOs,9,
SPVOrdm,ILA,9,
SPVOrdm,ACAd,9,
SPVOrdm,PL,9,
SPVOrdm,RSPagl,9,
SPVOrdm,PA,9,
SPVOrdm,LSv,9,
SPVOrdm,NIc,9,
SPVOrdm,NId,9,
SPVOrdm,PMd,9,
SPVOrdm,PH,9,
SPVOrdm,PRC,9,
SPVOrdm,LHAjp,9,
SPVOrdm,LHAs,9,
SPVOmdmd,MOs,9,
SPVOmdmd,ILA,9,
SPVOmdmd,ACAd,9,
SPVOmdmd,PL,9,
SPVOmdmd,RSPagl,9,
SPVOmdmd,PA,9,
SPVOmdmd,LSv,9,
SPVOmdmd,NIc,9,
SPVOmdmd,NId,9,
SPVOmdmd,PMd,9,
SPVOmdmd,PH,9,
SPVOmdmd,PRC,9,
SPVOmdmd,LHAjp,9,
SPVOmdmd,LHAs,9,
SPVOmdmv,LHAjp,9,
SPVOmdmv,LHAs,9,
SPVOcdm,MOs,9,
SPVOcdm,ILA,9,
SPVOcdm,ACAd,9,
SPVOcdm,PL,9,
SPVOcdm,RSPagl,9,
SPVOcdm,PA,9,
SPVOcdm,LSv,9,
SPVOcdm,NIc,9,
SPVOcdm,NId,9,
SPVOcdm,PMd,9,
SPVOcdm,PH,9,
SPVOcdm,PRC,9,
SPVOcdm,LHAjp,9,
SPVOcdm,LHAs,9,
SPVI,MOs,9,
SPVI,ILA,9,
SPVI,ACAd,9,
SPVI,PL,9,
SPVI,RSPagl,9,
SPVI,PA,9,
SPVI,LSv,9,
SPVI,KF,4,
SPVI,NIc,9,
SPVI,NId,9,
SPVI,PMd,9,
SPVI,PRC,9,
SPVI,LHAjp,9,
SPVI,LHAs,9,
SPVC,MOs,9,
SPVC,ILA,9,
SPVC,ACAd,9,
SPVC,PL,9,
SPVC,RSPagl,9,
SPVC,PA,9,
SPVC,LSv,9,
SPVC,CM,4,
SPVC,KF,4,
SPVC,NIc,9,
SPVC,NId,9,
SPVC,PMd,9,
SPVC,PRC,9,
SPVC,LHAjp,9,
SPVC,LHAs,9,
PAT,MOs,9,
PAT,ILA,9,
PAT,ACAd,9,
PAT,PL,9,
PAT,RSPagl,9,
PAT,PA,9,
PAT,LSv,9,
PAT,NIc,9,
PAT,NId,9,
PAT,PMd,9,
PAT,PH,9,
PAT,PRC,9,
PAT,LHAjp,9,
PAT,LHAs,9,
GR,MOs,9,
GR,ILA,9,
GR,ACAd,9,
GR,PL,9,
GR,RSPagl,9,
GR,PA,9,
GR,LSv,9,
GR,NIc,9,
GR,NId,9,
GR,PMd,9,
GR,PH,9,
GR,PRC,9,
GR,LHAjp,9,
GR,LHAs,9,
GRm,MOs,9,
GRm,ILA,9,
GRm,ACAd,9,
GRm,PL,9,
GRm,RSPagl,9,
GRm,PA,9,
GRm,LSv,9,
GRm,NIc,9,
GRm,NId,9,
GRm,PMd,9,
GRm,PH,9,
GRm,PRC,9,
GRm,LHAjp,9,
GRm,LHAs,9,
CU,MOs,9,
CU,ILA,9,
CU,ACAd,9,
CU,PL,9,
CU,RSPagl,9,
CU,PA,9,
CU,LSv,9,
CU,KF,9,
CU,NIc,9,
CU,NId,9,
CU,PMd,9,
CU,PRC,9,
CU,LHAjp,9,
CU,LHAs,9,
z,MOs,9,
z,ILA,9,
z,ACAd,9,
z,PL,9,
z,RSPagl,9,
z,PA,9,
z,LSv,9,
z,FL,6,
z,NIc,9,
z,NId,9,
z,PMd,9,
z,PH,9,
z,PRC,9,
z,LHAjp,9,
z,LHAs,9,
ECU,MOs,9,
ECU,ILA,9,
ECU,ACAd,9,
ECU,PL,9,
ECU,RSPagl,9,
ECU,PA,9,
ECU,LSv,9,
ECU,KF,9,
ECU,NIc,9,
ECU,NId,9,
ECU,PMd,9,
ECU,PH,9,
ECU,PRC,9,
ECU,LHAjp,9,
ECU,LHAs,9,
MZ,MOs,9,
MZ,ILA,9,
MZ,ACAd,9,
MZ,PL,9,
MZ,RSPagl,9,
MZ,PA,9,
MZ,LSv,9,
MZ,NIc,9,
MZ,NId,9,
MZ,PMd,9,
MZ,PH,9,
MZ,PRC,9,
MZ,LHAjp,9,
MZ,LHAs,9,
SGE,MOs,9,
SGE,ILA,9,
SGE,ACAd,9,
SGE,PL,9,
SGE,RSPagl,9,
SGE,PA,9,
SGE,LSv,9,
SGE,NIc,9,
SGE,NId,9,
SGE,PMd,9,
SGE,PH,9,
SGE,PRC,9,
SGE,LHAjp,9,
SGE,LHAs,9,
NP,MOs,9,
NP,ILA,9,
NP,ACAd,9,
NP,PL,9,
NP,RSPagl,9,
NP,PA,9,
NP,LSv,9,
NP,NIc,9,
NP,NId,9,
NP,PMd,9,
NP,PH,9,
NP,PRC,9,
NP,LHAjp,9,
NP,LHAs,9,
RS,MOs,9,
RS,ILA,9,
RS,ACAd,9,
RS,PL,9,
RS,RSPagl,9,
RS,PA,9,
RS,LSv,9,
RS,NIc,9,
RS,NId,9,
RS,PMd,9,
RS,PH,9,
RS,PRC,9,
RS,LHAjp,9,
RS,LHAs,9,
BN,MOs,9,
BN,ILA,9,
BN,ACAd,9,
BN,PL,9,
BN,RSPagl,9,
BN,PA,9,
BN,LSv,9,
BN,NIc,9,
BN,NId,9,
BN,PMd,9,
BN,PH,9,
BN,PRC,9,
BN,LHAjp,9,
BN,LHAs,9,
LCN,MOs,9,
LCN,ILA,9,
LCN,ACAd,9,
LCN,PL,9,
LCN,RSPagl,9,
LCN,PA,9,
LCN,LSv,9,
LCN,NIc,9,
LCN,NId,9,
LCN,PMd,9,
LCN,PH,9,
LCN,PRC,9,
LCN,LHAjp,9,
LCN,LHAs,9,
LSN,MOs,9,
LSN,ILA,9,
LSN,ACAd,9,
LSN,PL,9,
LSN,RSPagl,9,
LSN,PA,9,
LSN,LSv,9,
LSN,NIc,9,
LSN,NId,9,
LSN,PMd,9,
LSN,PH,9,
LSN,PRC,9,
LSN,LHAjp,9,
LSN,LHAs,9,
IH,ENTm,9,
IH,LHAjp,9,
IH,LHAs,9,
CEC,MOs,9,
CEC,ILA,9,
CEC,ACAd,9,
CEC,PL,9,
CEC,RSPagl,9,
CEC,PA,9,
CEC,LSv,9,
CEC,NIc,9,
CEC,NId,9,
CEC,PMd,9,
CEC,PH,9,
CEC,PRC,9,
CEC,LHAjp,9,
CEC,LHAs,9,
DSN,MOs,9,
DSN,ILA,9,
DSN,ACAd,9,
DSN,PL,9,
DSN,RSPagl,9,
DSN,PA,9,
DSN,LSv,9,
DSN,NIc,9,
DSN,NId,9,
DSN,PMd,9,
DSN,PH,9,
DSN,PRC,9,
DSN,LHAjp,9,
DSN,LHAs,9,
DSNc,MOs,9,
DSNc,ILA,9,
DSNc,ACAd,9,
DSNc,PL,9,
DSNc,RSPagl,9,
DSNc,PA,9,
DSNc,LSv,9,
DSNc,NIc,9,
DSNc,NId,9,
DSNc,PMd,9,
DSNc,PH,9,
DSNc,PRC,9,
DSNc,LHAjp,9,
DSNc,LHAs,9,
DCO,MOs,9,
DCO,ILA,9,
DCO,ACAd,9,
DCO,PL,9,
DCO,RSPagl,9,
DCO,PA,9,
DCO,LSv,9,
DCO,VCOa,4,
DCO,NIc,9,
DCO,NId,9,
DCO,PMd,9,
DCO,PRC,9,
DCO,LHAjp,9,
DCO,LHAs,9,
VCOa,MOs,9,
VCOa,ILA,9,
VCOa,ACAd,9,
VCOa,PL,9,
VCOa,RSPagl,9,
VCOa,PA,9,
VCOa,LSv,9,
VCOa,NIc,9,
VCOa,NId,9,
VCOa,PMd,9,
VCOa,PH,9,
VCOa,PRC,9,
VCOa,LHAjp,9,
VCOa,LHAs,9,
VCOp,MOs,9,
VCOp,ILA,9,
VCOp,ACAd,9,
VCOp,PL,9,
VCOp,RSPagl,9,
VCOp,PA,9,
VCOp,LSv,9,
VCOp,VCOa,7,
VCOp,NIc,9,
VCOp,NId,9,
VCOp,PMd,9,
VCOp,PH,9,
VCOp,PRC,9,
VCOp,LHAjp,9,
VCOp,LHAs,9,
CNspg,MOs,9,
CNspg,ILA,9,
CNspg,ACAd,9,
CNspg,PL,9,
CNspg,RSPagl,9,
CNspg,PA,9,
CNspg,LSv,9,
CNspg,NIc,9,
CNspg,NId,9,
CNspg,PMd,9,
CNspg,PRC,9,
CNspg,LHAjp,9,
CNspg,LHAs,9,
CNlam,LHAjp,9,
CNlam,LHAs,9,
IAN,MOs,9,
IAN,ILA,9,
IAN,ACAd,9,
IAN,PL,9,
IAN,RSPagl,9,
IAN,PA,9,
IAN,LSv,9,
IAN,NIc,9,
IAN,NId,9,
IAN,PMd,9,
IAN,PRC,9,
IAN,LHAjp,9,
IAN,LHAs,9,
NTB,MOs,9,
NTB,ILA,9,
NTB,ACAd,9,
NTB,PL,9,
NTB,RSPagl,9,
NTB,PA,9,
NTB,LSv,9,
NTB,NIc,9,
NTB,NId,9,
NTB,PMd,9,
NTB,PH,9,
NTB,PRC,9,
NTB,LHAjp,9,
NTB,LHAs,9,
SOCm,MOs,9,
SOCm,ILA,9,
SOCm,ACAd,9,
SOCm,PL,9,
SOCm,RSPagl,9,
SOCm,PA,9,
SOCm,LSv,9,
SOCm,NIc,9,
SOCm,NId,9,
SOCm,PMd,9,
SOCm,PRC,9,
SOCm,LHAjp,9,
SOCm,LHAs,9,
SOCl,MOs,9,
SOCl,ILA,9,
SOCl,ACAd,9,
SOCl,PL,9,
SOCl,RSPagl,9,
SOCl,PA,9,
SOCl,LSv,9,
SOCl,NIc,9,
SOCl,NId,9,
SOCl,PMd,9,
SOCl,PRC,9,
SOCl,LHAjp,9,
SOCl,LHAs,9,
POR,MOs,9,
POR,ILA,9,
POR,ACAd,9,
POR,PL,9,
POR,RSPagl,9,
POR,PA,9,
POR,LSv,9,
POR,DCO,6,
POR,VCOa,6,
POR,VCOp,6,
POR,ICe,4,
POR,ICc,4,
POR,NIc,9,
POR,NId,9,
POR,PMd,9,
POR,PRC,9,
POR,LHAjp,9,
POR,LHAs,9,
NLLd,LHAjp,9,
NLLd,LHAs,9,
Nllh,LHAjp,9,
Nllh,LHAs,9,
NLLv,LHAjp,9,
NLLv,LHAs,9,
ICe,MOs,9,
ICe,ILA,9,
ICe,ACAd,9,
ICe,PL,9,
ICe,RSPagl,9,
ICe,PA,9,
ICe,LSv,9,
ICe,NIc,9,
ICe,NId,9,
ICe,PMd,9,
ICe,PRC,9,
ICe,LHAjp,9,
ICe,LHAs,9,
ICd,MOs,9,
ICd,ILA,9,
ICd,ACAd,9,
ICd,PL,9,
ICd,RSPagl,9,
ICd,PA,9,
ICd,LSv,9,
ICd,NIc,9,
ICd,NId,9,
ICd,PMd,9,
ICd,PRC,9,
ICd,LHAjp,9,
ICd,LHAs,9,
ICc,MOs,9,
ICc,ILA,9,
ICc,ACAd,9,
ICc,PL,9,
ICc,RSPagl,9,
ICc,PA,9,
ICc,LSv,9,
ICc,NIc,9,
ICc,NId,9,
ICc,PMd,9,
ICc,PRC,9,
ICc,LHAjp,9,
ICc,LHAs,9,
NB,MOs,9,
NB,ILA,9,
NB,ACAd,9,
NB,PL,9,
NB,RSPagl,9,
NB,PA,9,
NB,LSv,9,
NB,NIc,9,
NB,NId,9,
NB,PMd,9,
NB,PH,9,
NB,PRC,9,
NB,LHAjp,9,
NB,LHAs,9,
SAG,MOs,9,
SAG,ILA,9,
SAG,ACAd,9,
SAG,PL,9,
SAG,RSPagl,9,
SAG,PA,9,
SAG,LSv,9,
SAG,NIc,9,
SAG,NId,9,
SAG,PMd,9,
SAG,PH,9,
SAG,PRC,9,
SAG,LHAjp,9,
SAG,LHAs,9,
NTSm,MOs,9,
NTSm,ILA,9,
NTSm,ACAd,9,
NTSm,PL,9,
NTSm,RSPagl,9,
NTSm,PA,9,
NTSm,LSv,9,
NTSm,PBlc,2,
NTSm,PBld,2,
NTSm,PBlex,2,
NTSm,PBlv,2,
NTSm,PBmm,2,
NTSm,NIc,9,
NTSm,NId,9,
NTSm,PVHmpv,5,
NTSm,PVHdp,4,
NTSm,PVHlp,4,
NTSm,PMd,9,
NTSm,PH,9,
NTSm,PRC,9,
NTSm,DMH,12,
NTSm,LHAjp,9,
NTSm,LHAs,9,
NTSm,SO,6,
NTSm,PVHap,4,
NTSm,PVHmpd,2,
NTSm,PVHpv,4,
NTSce,MOs,9,
NTSce,ILA,9,
NTSce,ACAd,9,
NTSce,PL,9,
NTSce,RSPagl,9,
NTSce,PA,9,
NTSce,LSv,9,
NTSce,NIc,9,
NTSce,NId,9,
NTSce,PMd,9,
NTSce,PRC,9,
NTSce,LHAjp,9,
NTSce,LHAs,9,
NTSco,MOs,9,
NTSco,ILA,9,
NTSco,ACAd,9,
NTSco,PL,9,
NTSco,RSPagl,9,
NTSco,PA,9,
NTSco,LSv,9,
NTSco,KF,2,
NTSco,NIc,9,
NTSco,NId,9,
NTSco,PMd,9,
NTSco,PRC,9,
NTSco,LHAjp,9,
NTSco,LHAs,9,
NTSge,MOs,9,
NTSge,ILA,9,
NTSge,ACAd,9,
NTSge,PL,9,
NTSge,RSPagl,9,
NTSge,PA,9,
NTSge,LSv,9,
NTSge,NIc,9,
NTSge,NId,9,
NTSge,PMd,9,
NTSge,PRC,9,
NTSge,LHAjp,9,
NTSge,LHAs,9,
NTSl,MOs,9,
NTSl,ILA,9,
NTSl,ACAd,9,
NTSl,PL,9,
NTSl,RSPagl,9,
NTSl,PA,9,
NTSl,LSv,9,
NTSl,KF,2,
NTSl,NIc,9,
NTSl,NId,9,
NTSl,PMd,9,
NTSl,PRC,9,
NTSl,LHAjp,9,
NTSl,LHAs,9,
NTSmc,LHAjp,6,
NTSmc,LHAs,6,
PBlc,MOs,9,
PBlc,ILA,9,
PBlc,ACAd,5,
PBlc,PL,9,
PBlc,RSPagl,9,
PBlc,DG,9,
PBlc,PA,9,
PBlc,LSv,9,
PBlc,NIc,9,
PBlc,NId,9,
PBlc,PMd,6,
PBlc,PH,2,
PBlc,PRC,9,
PBlc,DMH,12,
PBlc,LHAjp,6,
PBlc,LHAs,4,
PBlc,MDRNv,4,
PBld,MOs,9,
PBld,ILA,9,
PBld,ACAd,9,
PBld,PL,9,
PBld,RSPagl,9,
PBld,DG,9,
PBld,PA,9,
PBld,LSv,9,
PBld,NIc,9,
PBld,NId,9,
PBld,PMd,9,
PBld,PH,9,
PBld,PRC,9,
PBld,MEPO,12,
PBld,DMH,12,
PBld,LHAjp,9,
PBld,LHAs,6,
PBle,MOs,9,
PBle,ILA,9,
PBle,ACAd,9,
PBle,PL,9,
PBle,RSPagl,9,
PBle,DG,4,
PBle,PA,9,
PBle,LSv,9,
PBle,NIc,9,
PBle,NId,9,
PBle,PMd,9,
PBle,PH,2,
PBle,PRC,9,
PBle,MEPO,12,
PBle,DMH,12,
PBle,LHAjp,9,
PBle,LHAs,6,
PBle,MDRNv,5,
PBlex,MOs,9,
PBlex,ILA,9,
PBlex,ACAd,9,
PBlex,PL,9,
PBlex,RSPagl,9,
PBlex,PA,9,
PBlex,LSv,9,
PBlex,NIc,9,
PBlex,NId,9,
PBlex,PMd,9,
PBlex,PH,9,
PBlex,PRC,9,
PBlex,LHAjp,9,
PBlex,LHAs,9,
PBli,MOs,9,
PBli,ILA,9,
PBli,ACAd,9,
PBli,PL,9,
PBli,RSPagl,9,
PBli,PA,9,
PBli,LSv,9,
PBli,NIc,9,
PBli,NId,9,
PBli,PMd,9,
PBli,PH,9,
PBli,PRC,9,
PBli,LHAjp,9,
PBli,LHAs,9,
PBls,MOs,9,
PBls,ILA,9,
PBls,ACAd,9,
PBls,PL,9,
PBls,RSPagl,9,
PBls,PA,9,
PBls,LSv,9,
PBls,NIc,9,
PBls,NId,9,
PBls,PMd,9,
PBls,PH,9,
PBls,PRC,9,
PBls,DMH,12,
PBls,LHAjp,9,
PBls,LHAs,9,
PBlv,MOs,9,
PBlv,ILA,9,
PBlv,ACAd,9,
PBlv,PL,9,
PBlv,RSPagl,9,
PBlv,DG,9,
PBlv,PA,9,
PBlv,LSv,9,
PBlv,NIc,9,
PBlv,NId,9,
PBlv,PMd,9,
PBlv,PH,2,
PBlv,PRC,9,
PBlv,LHAjp,9,
PBlv,LHAs,2,
PBlv,MDRNv,9,
KF,MOs,9,
KF,ILA,9,
KF,ACAd,9,
KF,PL,9,
KF,RSPagl,9,
KF,DG,9,
KF,PA,9,
KF,LSv,9,
KF,CU,9,
KF,ECU,9,
KF,NTSco,2,
KF,NTSl,2,
KF,NIc,9,
KF,NId,9,
KF,PMd,9,
KF,IOda,9,
KF,IOma,9,
KF,IOpr,9,
KF,LRNm,2,
KF,PRC,9,
KF,DMH,12,
KF,LHAjp,9,
KF,LHAs,9,
KF,PGRNl,2,
KF,MARN,9,
KF,MDRNv,2,
KF,AMBd,2,
KF,AMBv,2,
PBmm,MOs,9,
PBmm,ILA,9,
PBmm,ACAd,9,
PBmm,PL,9,
PBmm,RSPagl,9,
PBmm,DG,4,
PBmm,PA,9,
PBmm,LSv,9,
PBmm,NIc,9,
PBmm,NId,9,
PBmm,PMd,9,
PBmm,PH,6,
PBmm,PRC,9,
PBmm,DMH,12,
PBmm,LHAjp,9,
PBmm,LHAs,6,
PBmm,MDRNv,4,
PBme,MOs,9,
PBme,ILA,9,
PBme,ACAd,9,
PBme,PL,9,
PBme,RSPagl,9,
PBme,PA,9,
PBme,LSv,9,
PBme,NIc,9,
PBme,NId,9,
PBme,PMd,9,
PBme,PH,9,
PBme,PRC,9,
PBme,LHAjp,9,
PBme,LHAs,9,
PBmv,MOs,9,
PBmv,ILA,9,
PBmv,ACAd,9,
PBmv,PL,9,
PBmv,RSPagl,9,
PBmv,PA,9,
PBmv,LSv,9,
PBmv,NIc,9,
PBmv,NId,9,
PBmv,PMd,9,
PBmv,PH,9,
PBmv,PRC,9,
PBmv,LHAjp,9,
PBmv,LHAs,9,
OV,MOs,9,
OV,ILA,9,
OV,ACAd,9,
OV,PL,9,
OV,RSPagl,9,
OV,PA,9,
OV,LSv,9,
OV,NIc,9,
OV,NId,9,
OV,PMd,9,
OV,PRC,9,
OV,DMH,12,
OV,LHAjp,9,
OV,LHAs,9,
OV,SO,1,
SFO,MOs,9,
SFO,ILA,12,
SFO,ACAd,9,
SFO,PL,9,
SFO,RSPagl,9,
SFO,PA,9,
SFO,LSv,9,
SFO,SI,12,
SFO,BSTfu,12,
SFO,NIc,9,
SFO,NId,9,
SFO,PVHmpv,12,
SFO,PVHdp,12,
SFO,PVHlp,12,
SFO,PMd,9,
SFO,PRC,9,
SFO,MEPO,12,
SFO,MPO,7,
SFO,DMH,12,
SFO,LHAjp,9,
SFO,LHAs,4,
SFO,ZI,12,
SFO,SO,1,
SFO,PVHam,12,
SFO,PVHpmm,12,
SFO,PVHpml,12,
SFO,PVHap,12,
SFO,PVHmpd,12,
SFO,PVHpv,12,
AP,MOs,9,
AP,ILA,9,
AP,ACAd,9,
AP,PL,9,
AP,RSPagl,9,
AP,PA,9,
AP,LSv,9,
AP,KF,5,
AP,NIc,9,
AP,NId,9,
AP,PMd,9,
AP,PH,9,
AP,PRC,9,
AP,LHAjp,9,
AP,LHAs,9,
AP,PGRNl,12,
VLP,LHAjp,9,
VLP,LHAs,9,
SCHd,MOp,9,
SCHd,MOs,9,
SCHd,SSs,9,
SCHd,VISC,9,
SCHd,ILA,9,
SCHd,GU,9,
SCHd,MOB,9,
SCHd,AOB,9,
SCHd,TTd,9,
SCHd,TTv,9,
SCHd,TR,9,
SCHd,PAA,9,
SCHd,COAa,9,
SCHd,COApl,9,
SCHd,COApm,9,
SCHd,AUDp,9,
SCHd,AUDd,9,
SCHd,AUDv,9,
SCHd,VISlla,9,
SCHd,VISal,9,
SCHd,VISam,9,
SCHd,VISli,9,
SCHd,VISll,9,
SCHd,VISlm,9,
SCHd,VISpl,9,
SCHd,VISp,9,
SCHd,VISrl,9,
SCHd,ACAd,9,
SCHd,ACAv,9,
SCHd,PL,9,
SCHd,ORBl,9,
SCHd,ORBm,9,
SCHd,ORBv,9,
SCHd,ORBvl,9,
SCHd,AId,9,
SCHd,AIv,9,
SCHd,AIp,9,
SCHd,RSPd,9,
SCHd,RSPagl,9,
SCHd,RSPv,9,
SCHd,PTLp,9,
SCHd,TEa,9,
SCHd,ECT,9,
SCHd,PERI,9,
SCHd,ENTl,9,
SCHd,ENTm,9,
SCHd,ENTmv,9,
SCHd,PRE,9,
SCHd,POST,9,
SCHd,PAR,9,
SCHd,SUBd,9,
SCHd,SUBv,9,
SCHd,CA1,9,
SCHd,CA2,9,
SCHd,CA3,9,
SCHd,IG,9,
SCHd,FC,9,
SCHd,CLA,9,
SCHd,EPd,9,
SCHd,EPv,9,
SCHd,LA,9,
SCHd,BLAa,9,
SCHd,BLAp,9,
SCHd,BMAa,9,
SCHd,BMAp,9,
SCHd,PA,9,
SCHd,CP,9,
SCHd,ACB,9,
SCHd,FS,9,
SCHd,OT1,9,
SCHd,OT2,9,
SCHd,OT3,9,
SCHd,isl,9,
SCHd,islm,9,
SCHd,LSc.d.r,9,
SCHd,LSc.d.d,9,
SCHd,LSc.d.l,9,
SCHd,LSc.d.v,9,
SCHd,LSc.v.m.d,9,
SCHd,LSc.v.m.v,9,
SCHd,LSc.v.i,9,
SCHd,LSc.v.l.d,9,
SCHd,LSc.v.l.v,9,
SCHd,LSr.m.d,6,
SCHd,LSr.m.v.r,6,
SCHd,LSr.m.v.c,6,
SCHd,LSr.vl.d.m,6,
SCHd,LSr.vl.d.l,6,
SCHd,LSr.vl.v,6,
SCHd,LSr.dl.m.d,6,
SCHd,LSr.dl.m.v,6,
SCHd,LSr.dl.l.d,6,
SCHd,LSr.dl.l.v,6,
SCHd,LSv,9,
SCHd,SF,6,
SCHd,SH,9,
SCHd,AAA,9,
SCHd,CEAm,9,
SCHd,CEAl,9,
SCHd,CEAc,9,
SCHd,MEAad,6,
SCHd,MEAav,6,
SCHd,MEApd-a,6,
SCHd,MEApd-b,6,
SCHd,MEApd-c,6,
SCHd,MEApv,6,
SCHd,BA,9,
SCHd,IA,9,
SCHd,GPe,9,
SCHd,GPi,9,
SCHd,SI,9,
SCHd,MA,9,
SCHd,MS,9,
SCHd,NDB,9,
SCHd,TRS,9,
SCHd,BSTal,9,
